Percentage of ED visits by syndrome: COVID-19-Like Illness Shortness of Breath and Pneumonia
Date generated: Wed Jul 22 2020 02:09:19 GMT-0400 (Eastern Daylight Time)

Geography,Date,Syndrome,Percent
District of Columbia,2020-06-24,Pneu,1.4
District of Columbia,2020-06-25,Pneu,1.6
District of Columbia,2020-06-26,Pneu,1.4
District of Columbia,2020-06-27,Pneu,1
District of Columbia,2020-06-28,Pneu,1.3
District of Columbia,2020-06-29,Pneu,1.2
District of Columbia,2020-06-30,Pneu,1
District of Columbia,2020-07-01,Pneu,0.7
District of Columbia,2020-07-02,Pneu,0.6
District of Columbia,2020-07-03,Pneu,1.2
District of Columbia,2020-07-04,Pneu,0.4
District of Columbia,2020-07-05,Pneu,0.7
District of Columbia,2020-07-06,Pneu,0.1
District of Columbia,2020-07-07,Pneu,0.6
District of Columbia,2020-07-08,Pneu,1
District of Columbia,2020-07-09,Pneu,0.7
District of Columbia,2020-07-10,Pneu,1.1
District of Columbia,2020-07-11,Pneu,0.8
District of Columbia,2020-07-12,Pneu,1
District of Columbia,2020-07-13,Pneu,0.8
District of Columbia,2020-07-14,Pneu,0.7
District of Columbia,2020-07-15,Pneu,0.6
District of Columbia,2020-07-16,Pneu,1.1
District of Columbia,2020-07-17,Pneu,0.6
District of Columbia,2020-07-18,Pneu,0.5
Florida,2020-05-23,Pneu,1.8
Florida,2020-05-24,Pneu,2
Florida,2020-05-25,Pneu,2.2
Florida,2020-05-26,Pneu,2
Florida,2020-05-27,Pneu,1.9
Florida,2020-05-28,Pneu,1.7
Florida,2020-05-29,Pneu,2
Florida,2020-05-30,Pneu,2
Florida,2020-05-31,Pneu,1.7
Florida,2020-06-01,Pneu,1.9
Florida,2020-06-02,Pneu,1.9
Florida,2020-06-03,Pneu,1.9
Florida,2020-06-04,Pneu,1.9
Florida,2020-06-05,Pneu,2.1
Florida,2020-06-06,Pneu,2
Florida,2020-06-07,Pneu,1.9
Florida,2020-06-08,Pneu,2.1
Florida,2020-06-09,Pneu,1.9
Florida,2020-06-10,Pneu,1.8
Florida,2020-06-11,Pneu,1.9
Florida,2020-06-12,Pneu,2
Florida,2020-06-13,Pneu,2
Florida,2020-06-14,Pneu,2
Florida,2020-06-15,Pneu,2.1
Florida,2020-06-16,Pneu,2.1
Florida,2020-06-17,Pneu,2.1
Florida,2020-06-18,Pneu,2.2
Florida,2020-06-19,Pneu,2.3
Florida,2020-06-20,Pneu,2.3
Florida,2020-06-21,Pneu,2.5
Florida,2020-06-22,Pneu,2.6
Florida,2020-06-23,Pneu,2.6
Florida,2020-06-24,Pneu,2.5
Florida,2020-06-25,Pneu,2.6
Florida,2020-06-26,Pneu,2.7
Florida,2020-06-27,Pneu,2.9
Florida,2020-06-28,Pneu,3.1
Florida,2020-06-29,Pneu,3.2
Florida,2020-06-30,Pneu,3.2
Florida,2020-07-01,Pneu,3.1
Florida,2020-07-02,Pneu,3.4
Florida,2020-07-03,Pneu,3.3
Florida,2020-07-04,Pneu,3.9
Florida,2020-07-05,Pneu,3.8
Florida,2020-07-06,Pneu,3.8
Florida,2020-07-07,Pneu,3.6
Florida,2020-07-08,Pneu,3.7
Florida,2020-07-09,Pneu,3.6
Florida,2020-07-10,Pneu,3.7
Florida,2020-07-11,Pneu,3.9
Florida,2020-07-12,Pneu,4
Florida,2020-07-13,Pneu,3.4
Florida,2020-07-14,Pneu,3.1
Florida,2020-07-15,Pneu,3
Florida,2020-07-16,Pneu,2.8
Florida,2020-07-17,Pneu,3
Florida,2020-07-18,Pneu,2.9
Georgia,2020-05-23,Pneu,1.2
Georgia,2020-05-24,Pneu,1.1
Georgia,2020-05-25,Pneu,1.4
Georgia,2020-05-26,Pneu,1.5
Georgia,2020-05-27,Pneu,1.2
Georgia,2020-05-28,Pneu,1.2
Georgia,2020-05-29,Pneu,1.2
Georgia,2020-05-30,Pneu,1.1
Georgia,2020-05-31,Pneu,1
Georgia,2020-06-01,Pneu,1.2
Georgia,2020-06-02,Pneu,1
Georgia,2020-06-03,Pneu,1.1
Georgia,2020-06-04,Pneu,1.2
Georgia,2020-06-05,Pneu,1.2
Georgia,2020-06-06,Pneu,1.2
Georgia,2020-06-07,Pneu,1.3
Georgia,2020-06-08,Pneu,1.1
Georgia,2020-06-09,Pneu,1.1
Georgia,2020-06-10,Pneu,1
Georgia,2020-06-11,Pneu,1.2
Georgia,2020-06-12,Pneu,1.3
Georgia,2020-06-13,Pneu,1
Georgia,2020-06-14,Pneu,1.4
Georgia,2020-06-15,Pneu,1.1
Georgia,2020-06-16,Pneu,1.1
Georgia,2020-06-17,Pneu,1.4
Georgia,2020-06-18,Pneu,1.2
Georgia,2020-06-19,Pneu,1.3
Georgia,2020-06-20,Pneu,1.1
Georgia,2020-06-21,Pneu,1.3
Georgia,2020-06-22,Pneu,1.3
Georgia,2020-06-23,Pneu,1.3
Georgia,2020-06-24,Pneu,1.5
Georgia,2020-06-25,Pneu,1.4
Georgia,2020-06-26,Pneu,1.4
Georgia,2020-06-27,Pneu,1.5
Georgia,2020-06-28,Pneu,1.6
Georgia,2020-06-29,Pneu,1.9
Georgia,2020-06-30,Pneu,2.1
Georgia,2020-07-01,Pneu,2.3
Georgia,2020-07-02,Pneu,2.4
Georgia,2020-07-03,Pneu,2.3
Georgia,2020-07-04,Pneu,2.4
Georgia,2020-07-05,Pneu,2.5
Georgia,2020-07-06,Pneu,2.5
Georgia,2020-07-07,Pneu,2.6
Georgia,2020-07-08,Pneu,2.4
Georgia,2020-07-09,Pneu,2.5
Georgia,2020-07-10,Pneu,2.5
Georgia,2020-07-11,Pneu,2.6
Georgia,2020-07-12,Pneu,2.7
Georgia,2020-07-13,Pneu,2.7
Georgia,2020-07-14,Pneu,2.7
Georgia,2020-07-15,Pneu,2.5
Georgia,2020-07-16,Pneu,2.5
Georgia,2020-07-17,Pneu,2.6
Georgia,2020-07-18,Pneu,2.2
Idaho,2020-05-23,Pneu,1.8
Idaho,2020-05-24,Pneu,1.2
Idaho,2020-05-25,Pneu,1.5
Idaho,2020-05-26,Pneu,1.6
Idaho,2020-05-27,Pneu,1.7
Idaho,2020-05-28,Pneu,1.8
Idaho,2020-05-29,Pneu,1.4
Idaho,2020-05-30,Pneu,1.1
Idaho,2020-05-31,Pneu,1.1
Idaho,2020-06-01,Pneu,1.6
Idaho,2020-06-02,Pneu,1.5
Idaho,2020-06-03,Pneu,1.5
Idaho,2020-06-04,Pneu,0.8
Idaho,2020-06-05,Pneu,1.2
Idaho,2020-06-06,Pneu,1.2
Idaho,2020-06-07,Pneu,1.8
Idaho,2020-06-08,Pneu,1.5
Idaho,2020-06-09,Pneu,1.3
Idaho,2020-06-10,Pneu,1
Idaho,2020-06-11,Pneu,0.9
Idaho,2020-06-12,Pneu,1.3
Idaho,2020-06-13,Pneu,1.6
Idaho,2020-06-14,Pneu,0.8
Idaho,2020-06-15,Pneu,1.5
Idaho,2020-06-16,Pneu,1.4
Idaho,2020-06-17,Pneu,1.7
Idaho,2020-06-18,Pneu,1.5
Idaho,2020-06-19,Pneu,1
Idaho,2020-06-20,Pneu,1.3
Idaho,2020-06-21,Pneu,1.6
Idaho,2020-06-22,Pneu,2.3
Idaho,2020-06-23,Pneu,1.3
Idaho,2020-06-24,Pneu,1.9
Idaho,2020-06-25,Pneu,1.6
Idaho,2020-06-26,Pneu,1.2
Idaho,2020-06-27,Pneu,1.6
Idaho,2020-06-28,Pneu,1.7
Idaho,2020-06-29,Pneu,1.5
Idaho,2020-06-30,Pneu,1.4
Idaho,2020-07-01,Pneu,2.3
Idaho,2020-07-02,Pneu,1.8
Idaho,2020-07-03,Pneu,1.9
Idaho,2020-07-04,Pneu,1.4
Idaho,2020-07-05,Pneu,1.2
Idaho,2020-07-06,Pneu,1.6
Idaho,2020-07-07,Pneu,2.1
Idaho,2020-07-08,Pneu,2.1
Idaho,2020-07-09,Pneu,1.9
Idaho,2020-07-10,Pneu,1.9
Idaho,2020-07-11,Pneu,2.3
Idaho,2020-07-12,Pneu,1.9
Idaho,2020-07-13,Pneu,1.7
Idaho,2020-07-14,Pneu,1.7
Idaho,2020-07-15,Pneu,2.5
Idaho,2020-07-16,Pneu,1.9
Idaho,2020-07-17,Pneu,1.5
Idaho,2020-07-18,Pneu,2.1
Illinois,2020-05-23,Pneu,3.3
Illinois,2020-05-24,Pneu,3.6
Illinois,2020-05-25,Pneu,3.6
Illinois,2020-05-26,Pneu,3.1
Illinois,2020-05-27,Pneu,3.5
Illinois,2020-05-28,Pneu,2.7
Illinois,2020-05-29,Pneu,3
Illinois,2020-05-30,Pneu,2.3
Illinois,2020-05-31,Pneu,2.5
Illinois,2020-06-01,Pneu,2.9
Illinois,2020-06-02,Pneu,2.9
Illinois,2020-06-03,Pneu,2.7
Illinois,2020-06-04,Pneu,2.6
Illinois,2020-06-05,Pneu,2.5
Illinois,2020-06-06,Pneu,2.1
Illinois,2020-06-07,Pneu,2.2
Illinois,2020-06-08,Pneu,2.2
Illinois,2020-06-09,Pneu,2.4
Illinois,2020-06-10,Pneu,2.4
Illinois,2020-06-11,Pneu,1.9
Illinois,2020-06-12,Pneu,1.9
Illinois,2020-06-13,Pneu,1.8
Illinois,2020-06-14,Pneu,1.8
Illinois,2020-06-15,Pneu,1.9
Illinois,2020-06-16,Pneu,2.2
Illinois,2020-06-17,Pneu,2
Illinois,2020-06-18,Pneu,2.2
Illinois,2020-06-19,Pneu,1.8
Illinois,2020-06-20,Pneu,1.7
Illinois,2020-06-21,Pneu,1.9
Illinois,2020-06-22,Pneu,1.9
Illinois,2020-06-23,Pneu,1.9
Illinois,2020-06-24,Pneu,1.7
Illinois,2020-06-25,Pneu,1.8
Illinois,2020-06-26,Pneu,1.7
Illinois,2020-06-27,Pneu,1.8
Illinois,2020-06-28,Pneu,1.7
Illinois,2020-06-29,Pneu,1.8
Illinois,2020-06-30,Pneu,2
Illinois,2020-07-01,Pneu,1.9
Illinois,2020-07-02,Pneu,1.9
Illinois,2020-07-03,Pneu,1.9
Illinois,2020-07-04,Pneu,1.9
Illinois,2020-07-05,Pneu,1.8
Illinois,2020-07-06,Pneu,2
Illinois,2020-07-07,Pneu,2.2
Illinois,2020-07-08,Pneu,2.1
Illinois,2020-07-09,Pneu,1.7
Illinois,2020-07-10,Pneu,1.8
Illinois,2020-07-11,Pneu,1.8
Illinois,2020-07-12,Pneu,1.8
Illinois,2020-07-13,Pneu,1.4
Illinois,2020-07-14,Pneu,1.8
Illinois,2020-07-15,Pneu,1.6
Illinois,2020-07-16,Pneu,1.4
Illinois,2020-07-17,Pneu,1.5
Illinois,2020-07-18,Pneu,1.3
Kansas,2020-05-23,Pneu,1.8
Kansas,2020-05-24,Pneu,1.4
Kansas,2020-05-25,Pneu,1.8
Kansas,2020-05-26,Pneu,2
Kansas,2020-05-27,Pneu,1.7
Kansas,2020-05-28,Pneu,1.6
Kansas,2020-05-29,Pneu,1.9
Kansas,2020-05-30,Pneu,1.9
Kansas,2020-05-31,Pneu,1.7
Kansas,2020-06-01,Pneu,1.7
Kansas,2020-06-02,Pneu,1.7
Kansas,2020-06-03,Pneu,1.6
Kansas,2020-06-04,Pneu,2.1
Kansas,2020-06-05,Pneu,2
Kansas,2020-06-06,Pneu,1.6
Kansas,2020-06-07,Pneu,1.6
Kansas,2020-06-08,Pneu,1.8
Kansas,2020-06-09,Pneu,2.2
Kansas,2020-06-10,Pneu,2.3
Kansas,2020-06-11,Pneu,1.3
Kansas,2020-06-12,Pneu,1.3
Kansas,2020-06-13,Pneu,1.3
Kansas,2020-06-14,Pneu,1.4
Kansas,2020-06-15,Pneu,1.7
Kansas,2020-06-16,Pneu,1.8
Kansas,2020-06-17,Pneu,1.5
Kansas,2020-06-18,Pneu,1.7
Kansas,2020-06-19,Pneu,1.5
Kansas,2020-06-20,Pneu,1.3
Kansas,2020-06-21,Pneu,1.6
Kansas,2020-06-22,Pneu,2.2
Kansas,2020-06-23,Pneu,1.5
Kansas,2020-06-24,Pneu,2
Kansas,2020-06-25,Pneu,1.4
Kansas,2020-06-26,Pneu,1.9
Kansas,2020-06-27,Pneu,1.9
Kansas,2020-06-28,Pneu,1.5
Kansas,2020-06-29,Pneu,2
Kansas,2020-06-30,Pneu,1.8
Kansas,2020-07-01,Pneu,1.7
Kansas,2020-07-02,Pneu,1.5
Kansas,2020-07-03,Pneu,1.9
Kansas,2020-07-04,Pneu,1.7
Kansas,2020-07-05,Pneu,1.3
Kansas,2020-07-06,Pneu,1.8
Kansas,2020-07-07,Pneu,1.9
Kansas,2020-07-08,Pneu,1.7
Kansas,2020-07-09,Pneu,1.9
Kansas,2020-07-10,Pneu,1.8
Kansas,2020-07-11,Pneu,1.5
Kansas,2020-07-12,Pneu,1.5
Kansas,2020-07-13,Pneu,1.8
Kansas,2020-07-14,Pneu,1.8
Kansas,2020-07-15,Pneu,1.7
Kansas,2020-07-16,Pneu,1.7
Kansas,2020-07-17,Pneu,1.5
Kansas,2020-07-18,Pneu,1.4
Kentucky,2020-05-23,Pneu,2.3
Kentucky,2020-05-24,Pneu,2.3
Kentucky,2020-05-25,Pneu,2
Kentucky,2020-05-26,Pneu,2.1
Kentucky,2020-05-27,Pneu,2
Kentucky,2020-05-28,Pneu,1.8
Kentucky,2020-05-29,Pneu,1.8
Kentucky,2020-05-30,Pneu,1.5
Kentucky,2020-05-31,Pneu,1.9
Kentucky,2020-06-01,Pneu,2
Kentucky,2020-06-02,Pneu,2.1
Kentucky,2020-06-03,Pneu,2.3
Kentucky,2020-06-04,Pneu,2.1
Kentucky,2020-06-05,Pneu,2.4
Kentucky,2020-06-06,Pneu,2.2
Kentucky,2020-06-07,Pneu,2.1
Kentucky,2020-06-08,Pneu,2
Kentucky,2020-06-09,Pneu,1.9
Kentucky,2020-06-10,Pneu,1.8
Kentucky,2020-06-11,Pneu,2
Kentucky,2020-06-12,Pneu,1.8
Kentucky,2020-06-13,Pneu,1.9
Kentucky,2020-06-14,Pneu,1.9
Kentucky,2020-06-15,Pneu,2
Kentucky,2020-06-16,Pneu,1.8
Kentucky,2020-06-17,Pneu,1.8
Kentucky,2020-06-18,Pneu,2.1
Kentucky,2020-06-19,Pneu,2
Kentucky,2020-06-20,Pneu,1.8
Kentucky,2020-06-21,Pneu,2.1
Kentucky,2020-06-22,Pneu,2
Kentucky,2020-06-23,Pneu,1.7
Kentucky,2020-06-24,Pneu,1.7
Kentucky,2020-06-25,Pneu,1.8
Kentucky,2020-06-26,Pneu,1.6
Kentucky,2020-06-27,Pneu,1.5
Kentucky,2020-06-28,Pneu,2
Kentucky,2020-06-29,Pneu,1.8
Kentucky,2020-06-30,Pneu,1.8
Kentucky,2020-07-01,Pneu,1.8
Kentucky,2020-07-02,Pneu,1.7
Kentucky,2020-07-03,Pneu,1.9
Kentucky,2020-07-04,Pneu,2.2
Kentucky,2020-07-05,Pneu,2.1
Kentucky,2020-07-06,Pneu,1.6
Kentucky,2020-07-07,Pneu,1.9
Kentucky,2020-07-08,Pneu,1.8
Kentucky,2020-07-09,Pneu,1.8
Kentucky,2020-07-10,Pneu,1.8
Kentucky,2020-07-11,Pneu,2.2
Kentucky,2020-07-12,Pneu,2.2
Kentucky,2020-07-13,Pneu,2
Kentucky,2020-07-14,Pneu,1.8
Kentucky,2020-07-15,Pneu,1.8
Kentucky,2020-07-16,Pneu,1.7
Kentucky,2020-07-17,Pneu,1.8
Kentucky,2020-07-18,Pneu,1.9
Louisiana,2020-05-23,Pneu,1.6
Louisiana,2020-05-24,Pneu,1.4
Louisiana,2020-05-25,Pneu,1.5
Louisiana,2020-05-26,Pneu,1.3
Louisiana,2020-05-27,Pneu,1.4
Louisiana,2020-05-28,Pneu,1.4
Louisiana,2020-05-29,Pneu,1.3
Louisiana,2020-05-30,Pneu,1.3
Louisiana,2020-05-31,Pneu,1.1
Louisiana,2020-06-01,Pneu,1.4
Louisiana,2020-06-02,Pneu,1.4
Louisiana,2020-06-03,Pneu,1.3
Louisiana,2020-06-04,Pneu,1.4
Louisiana,2020-06-05,Pneu,1.5
Louisiana,2020-06-06,Pneu,1.1
Louisiana,2020-06-07,Pneu,1.2
Louisiana,2020-06-08,Pneu,1.3
Louisiana,2020-06-09,Pneu,1.1
Louisiana,2020-06-10,Pneu,1.3
Louisiana,2020-06-11,Pneu,1.4
Louisiana,2020-06-12,Pneu,1.3
Louisiana,2020-06-13,Pneu,1.4
Louisiana,2020-06-14,Pneu,1.3
Louisiana,2020-06-15,Pneu,1.4
Louisiana,2020-06-16,Pneu,1
Louisiana,2020-06-17,Pneu,1.2
Louisiana,2020-06-18,Pneu,1.3
Louisiana,2020-06-19,Pneu,1.3
Louisiana,2020-06-20,Pneu,1.3
Louisiana,2020-06-21,Pneu,1.1
Louisiana,2020-06-22,Pneu,1.3
Louisiana,2020-06-23,Pneu,1.3
Louisiana,2020-06-24,Pneu,1.6
Louisiana,2020-06-25,Pneu,1.4
Louisiana,2020-06-26,Pneu,1.4
Louisiana,2020-06-27,Pneu,1.1
Louisiana,2020-06-28,Pneu,1.5
Louisiana,2020-06-29,Pneu,1.7
Louisiana,2020-06-30,Pneu,1.4
Louisiana,2020-07-01,Pneu,1.6
Louisiana,2020-07-02,Pneu,1.5
Louisiana,2020-07-03,Pneu,1.6
Louisiana,2020-07-04,Pneu,1.6
Louisiana,2020-07-05,Pneu,1.9
Louisiana,2020-07-06,Pneu,1.9
Louisiana,2020-07-07,Pneu,1.9
Louisiana,2020-07-08,Pneu,1.8
Louisiana,2020-07-09,Pneu,2.1
Louisiana,2020-07-10,Pneu,1.6
Louisiana,2020-07-11,Pneu,2
Louisiana,2020-07-12,Pneu,2
Louisiana,2020-07-13,Pneu,2.2
Louisiana,2020-07-14,Pneu,1.5
Louisiana,2020-07-15,Pneu,1.5
Louisiana,2020-07-16,Pneu,1.4
Louisiana,2020-07-17,Pneu,1.5
Louisiana,2020-07-18,Pneu,1.2
Maine,2020-05-23,Pneu,1.8
Maine,2020-05-24,Pneu,2.1
Maine,2020-05-25,Pneu,1
Maine,2020-05-26,Pneu,1.9
Maine,2020-05-27,Pneu,1.2
Maine,2020-05-28,Pneu,1.1
Maine,2020-05-29,Pneu,1
Maine,2020-05-30,Pneu,1.4
Maine,2020-05-31,Pneu,1.1
Maine,2020-06-01,Pneu,1.6
Maine,2020-06-02,Pneu,1.7
Maine,2020-06-03,Pneu,1
Maine,2020-06-04,Pneu,1.5
Maine,2020-06-05,Pneu,1.4
Maine,2020-06-06,Pneu,1.4
Maine,2020-06-07,Pneu,1.3
Maine,2020-06-08,Pneu,1.1
Maine,2020-06-09,Pneu,1.1
Maine,2020-06-10,Pneu,1.1
Maine,2020-06-11,Pneu,1.1
Maine,2020-06-12,Pneu,0.9
Maine,2020-06-13,Pneu,1.5
Maine,2020-06-14,Pneu,1.3
Maine,2020-06-15,Pneu,1.4
Maine,2020-06-16,Pneu,1.9
Maine,2020-06-17,Pneu,1.1
Maine,2020-06-18,Pneu,1
Maine,2020-06-19,Pneu,0.8
Maine,2020-06-20,Pneu,1.4
Maine,2020-06-21,Pneu,0.5
Maine,2020-06-22,Pneu,1.3
Maine,2020-06-23,Pneu,1.1
Maine,2020-06-24,Pneu,1.6
Maine,2020-06-25,Pneu,0.7
Maine,2020-06-26,Pneu,1.1
Maine,2020-06-27,Pneu,1.1
Maine,2020-06-28,Pneu,0.8
Maine,2020-06-29,Pneu,1.1
Maine,2020-06-30,Pneu,1
Maine,2020-07-01,Pneu,1.3
Maine,2020-07-02,Pneu,1.1
Maine,2020-07-03,Pneu,1
Maine,2020-07-04,Pneu,0.7
Maine,2020-07-05,Pneu,0.9
Maine,2020-07-06,Pneu,1
Maine,2020-07-07,Pneu,1.3
Maine,2020-07-08,Pneu,1
Maine,2020-07-09,Pneu,1
Maine,2020-07-10,Pneu,0.9
Maine,2020-07-11,Pneu,0.8
Maine,2020-07-12,Pneu,0.7
Maine,2020-07-13,Pneu,1.4
Maine,2020-07-14,Pneu,0.8
Maine,2020-07-15,Pneu,0.6
Maine,2020-07-16,Pneu,0.5
Maine,2020-07-17,Pneu,0.5
Maine,2020-07-18,Pneu,0.7
Maryland,2020-05-23,Pneu,3.3
Maryland,2020-05-24,Pneu,3.7
Maryland,2020-05-25,Pneu,3.4
Maryland,2020-05-26,Pneu,3.6
Maryland,2020-05-27,Pneu,2.8
Maryland,2020-05-28,Pneu,3
Maryland,2020-05-29,Pneu,3
Maryland,2020-05-30,Pneu,3.1
Maryland,2020-05-31,Pneu,2.5
Maryland,2020-06-01,Pneu,2.6
Maryland,2020-06-02,Pneu,3.1
Maryland,2020-06-03,Pneu,3.4
Maryland,2020-06-04,Pneu,2.9
Maryland,2020-06-05,Pneu,2.9
Maryland,2020-06-06,Pneu,2.5
Maryland,2020-06-07,Pneu,3.2
Maryland,2020-06-08,Pneu,2.7
Maryland,2020-06-09,Pneu,2
Maryland,2020-06-10,Pneu,2
Maryland,2020-06-11,Pneu,2.4
Maryland,2020-06-12,Pneu,2.5
Maryland,2020-06-13,Pneu,2.2
Maryland,2020-06-14,Pneu,2.4
Maryland,2020-06-15,Pneu,2.5
Maryland,2020-06-16,Pneu,2.1
Maryland,2020-06-17,Pneu,2.5
Maryland,2020-06-18,Pneu,2
Maryland,2020-06-19,Pneu,2.2
Maryland,2020-06-20,Pneu,1.8
Maryland,2020-06-21,Pneu,2.1
Maryland,2020-06-22,Pneu,2
Maryland,2020-06-23,Pneu,1.6
Maryland,2020-06-24,Pneu,2.3
Maryland,2020-06-25,Pneu,1.8
Maryland,2020-06-26,Pneu,2.5
Maryland,2020-06-27,Pneu,1.8
Maryland,2020-06-28,Pneu,1.4
Maryland,2020-06-29,Pneu,2.2
Maryland,2020-06-30,Pneu,1.7
Maryland,2020-07-01,Pneu,1.9
Maryland,2020-07-02,Pneu,1.9
Maryland,2020-07-03,Pneu,1.9
Maryland,2020-07-04,Pneu,2.2
Maryland,2020-07-05,Pneu,2
Maryland,2020-07-06,Pneu,2.3
Maryland,2020-07-07,Pneu,2
Maryland,2020-07-08,Pneu,1.8
Maryland,2020-07-09,Pneu,2.3
Maryland,2020-07-10,Pneu,2.1
Maryland,2020-07-11,Pneu,1.5
Maryland,2020-07-12,Pneu,2
Maryland,2020-07-13,Pneu,1.9
Maryland,2020-07-14,Pneu,1.5
Maryland,2020-07-15,Pneu,1.6
Maryland,2020-07-16,Pneu,2.3
Maryland,2020-07-17,Pneu,1.6
Maryland,2020-07-18,Pneu,1.6
Massachusetts,2020-05-23,Pneu,2.4
Massachusetts,2020-05-24,Pneu,2.4
Massachusetts,2020-05-25,Pneu,2.1
Massachusetts,2020-05-26,Pneu,2.5
Massachusetts,2020-05-27,Pneu,1.8
Massachusetts,2020-05-28,Pneu,1.7
Massachusetts,2020-05-29,Pneu,2.3
Massachusetts,2020-05-30,Pneu,1.5
Massachusetts,2020-05-31,Pneu,1.6
Massachusetts,2020-06-01,Pneu,2
Massachusetts,2020-06-02,Pneu,2
Massachusetts,2020-06-03,Pneu,2.1
Massachusetts,2020-06-04,Pneu,2
Massachusetts,2020-06-05,Pneu,2.4
Massachusetts,2020-06-06,Pneu,1.8
Massachusetts,2020-06-07,Pneu,1.2
Massachusetts,2020-06-08,Pneu,1.6
Massachusetts,2020-06-09,Pneu,1.5
Massachusetts,2020-06-10,Pneu,1.6
Massachusetts,2020-06-11,Pneu,1.8
Massachusetts,2020-06-12,Pneu,1.7
Massachusetts,2020-06-13,Pneu,1.4
Massachusetts,2020-06-14,Pneu,1.7
Massachusetts,2020-06-15,Pneu,1.3
Massachusetts,2020-06-16,Pneu,1.7
Massachusetts,2020-06-17,Pneu,1.4
Massachusetts,2020-06-18,Pneu,1.6
Massachusetts,2020-06-19,Pneu,1.8
Massachusetts,2020-06-20,Pneu,1.5
Massachusetts,2020-06-21,Pneu,1.2
Massachusetts,2020-06-22,Pneu,1.4
Massachusetts,2020-06-23,Pneu,1.4
Massachusetts,2020-06-24,Pneu,1.2
Massachusetts,2020-06-25,Pneu,1.3
Massachusetts,2020-06-26,Pneu,1.5
Massachusetts,2020-06-27,Pneu,1.2
Massachusetts,2020-06-28,Pneu,1.1
Massachusetts,2020-06-29,Pneu,1.4
Massachusetts,2020-06-30,Pneu,1.3
Massachusetts,2020-07-01,Pneu,1.4
Massachusetts,2020-07-02,Pneu,1.4
Massachusetts,2020-07-03,Pneu,1.5
Massachusetts,2020-07-04,Pneu,1.3
Massachusetts,2020-07-05,Pneu,1.3
Massachusetts,2020-07-06,Pneu,1.2
Massachusetts,2020-07-07,Pneu,1.5
Massachusetts,2020-07-08,Pneu,1.2
Massachusetts,2020-07-09,Pneu,1.2
Massachusetts,2020-07-10,Pneu,1
Massachusetts,2020-07-11,Pneu,0.8
Massachusetts,2020-07-12,Pneu,1
Massachusetts,2020-07-13,Pneu,1
Massachusetts,2020-07-14,Pneu,1.1
Massachusetts,2020-07-15,Pneu,0.9
Massachusetts,2020-07-16,Pneu,1.1
Massachusetts,2020-07-17,Pneu,0.8
Massachusetts,2020-07-18,Pneu,0.7
Michigan,2020-05-23,Pneu,1.8
Michigan,2020-05-24,Pneu,1.9
Michigan,2020-05-25,Pneu,2
Michigan,2020-05-26,Pneu,1.8
Michigan,2020-05-27,Pneu,1.8
Michigan,2020-05-28,Pneu,1.6
Michigan,2020-05-29,Pneu,1.4
Michigan,2020-05-30,Pneu,1.6
Michigan,2020-05-31,Pneu,1.5
Michigan,2020-06-01,Pneu,1.6
Michigan,2020-06-02,Pneu,1.8
Michigan,2020-06-03,Pneu,1.6
Michigan,2020-06-04,Pneu,1.4
Michigan,2020-06-05,Pneu,1.5
Michigan,2020-06-06,Pneu,1.5
Michigan,2020-06-07,Pneu,1
Michigan,2020-06-08,Pneu,1.4
Michigan,2020-06-09,Pneu,1.6
Michigan,2020-06-10,Pneu,1.4
Michigan,2020-06-11,Pneu,1.2
Michigan,2020-06-12,Pneu,1.3
Michigan,2020-06-13,Pneu,1.3
Michigan,2020-06-14,Pneu,1.3
Michigan,2020-06-15,Pneu,1.3
Michigan,2020-06-16,Pneu,1.4
Michigan,2020-06-17,Pneu,1.4
Michigan,2020-06-18,Pneu,1.4
Michigan,2020-06-19,Pneu,1.4
Michigan,2020-06-20,Pneu,1.2
Michigan,2020-06-21,Pneu,1.4
Michigan,2020-06-22,Pneu,1.5
Michigan,2020-06-23,Pneu,1.3
Michigan,2020-06-24,Pneu,1.3
Michigan,2020-06-25,Pneu,1.3
Michigan,2020-06-26,Pneu,1.3
Michigan,2020-06-27,Pneu,1
Michigan,2020-06-28,Pneu,1.3
Michigan,2020-06-29,Pneu,1.2
Michigan,2020-06-30,Pneu,1.2
Michigan,2020-07-01,Pneu,1.3
Michigan,2020-07-02,Pneu,1
Michigan,2020-07-03,Pneu,1.2
Michigan,2020-07-04,Pneu,1.1
Michigan,2020-07-05,Pneu,1.2
Michigan,2020-07-06,Pneu,1.1
Michigan,2020-07-07,Pneu,1
Michigan,2020-07-08,Pneu,1.3
Michigan,2020-07-09,Pneu,1.1
Michigan,2020-07-10,Pneu,1.4
Michigan,2020-07-11,Pneu,1
Michigan,2020-07-12,Pneu,1.1
Michigan,2020-07-13,Pneu,1
Michigan,2020-07-14,Pneu,1.2
Michigan,2020-07-15,Pneu,1.2
Michigan,2020-07-16,Pneu,1.2
Michigan,2020-07-17,Pneu,1.1
Michigan,2020-07-18,Pneu,1
Mississippi,2020-05-23,Pneu,2
Mississippi,2020-05-24,Pneu,2.7
Mississippi,2020-05-25,Pneu,2.5
Mississippi,2020-05-26,Pneu,1.6
Mississippi,2020-05-27,Pneu,2.1
Mississippi,2020-05-28,Pneu,2.5
Mississippi,2020-05-29,Pneu,2.3
Mississippi,2020-05-30,Pneu,2.2
