Percentage of ED visits by syndrome: COVID-19-Like Illness Shortness of Breath and Pneumonia
Date generated: Wed Jul 22 2020 02:09:19 GMT-0400 (Eastern Daylight Time)

Geography,Date,Syndrome,Percent
Delaware,2020-05-23,ILI,0.8
Delaware,2020-05-24,ILI,1.3
Delaware,2020-05-25,ILI,0.6
Delaware,2020-05-26,ILI,0.3
Delaware,2020-05-27,ILI,0.1
Delaware,2020-05-28,ILI,1
Delaware,2020-05-29,ILI,0.3
Delaware,2020-05-30,ILI,1
Delaware,2020-05-31,ILI,0.2
Delaware,2020-06-01,ILI,0.7
Delaware,2020-06-02,ILI,0.4
Delaware,2020-06-03,ILI,0.6
Delaware,2020-06-04,ILI,0.5
Delaware,2020-06-05,ILI,0.8
Delaware,2020-06-06,ILI,0.4
Delaware,2020-06-07,ILI,0.7
Delaware,2020-06-08,ILI,0.8
Delaware,2020-06-09,ILI,0.3
Delaware,2020-06-10,ILI,0.3
Delaware,2020-06-11,ILI,0.8
Delaware,2020-06-12,ILI,0.8
Delaware,2020-06-13,ILI,0.3
Delaware,2020-06-14,ILI,0.8
Delaware,2020-06-15,ILI,0.3
Delaware,2020-06-16,ILI,0.7
Delaware,2020-06-17,ILI,0.6
Delaware,2020-06-18,ILI,0.4
Delaware,2020-06-19,ILI,0.6
Delaware,2020-06-20,ILI,0.9
Delaware,2020-06-21,ILI,0.4
Delaware,2020-06-22,ILI,0.4
Delaware,2020-06-23,ILI,0.8
Delaware,2020-06-24,ILI,0
Delaware,2020-06-25,ILI,0.6
Delaware,2020-06-26,ILI,0.3
Delaware,2020-06-27,ILI,1
Delaware,2020-06-28,ILI,0.6
Delaware,2020-06-29,ILI,0.3
Delaware,2020-06-30,ILI,0.5
Delaware,2020-07-01,ILI,0.4
Delaware,2020-07-02,ILI,0.5
Delaware,2020-07-03,ILI,0.7
Delaware,2020-07-04,ILI,0.5
Delaware,2020-07-05,ILI,0.8
Delaware,2020-07-06,ILI,0.7
Delaware,2020-07-07,ILI,0.8
Delaware,2020-07-08,ILI,0.9
Delaware,2020-07-09,ILI,0.7
Delaware,2020-07-10,ILI,0.5
Delaware,2020-07-11,ILI,1
Delaware,2020-07-12,ILI,0.6
Delaware,2020-07-13,ILI,0.2
Delaware,2020-07-14,ILI,0.7
Delaware,2020-07-15,ILI,0.4
Delaware,2020-07-16,ILI,0.9
Delaware,2020-07-17,ILI,0
Delaware,2020-07-18,ILI,0
District of Columbia,2020-05-23,ILI,0.9
District of Columbia,2020-05-24,ILI,1.2
District of Columbia,2020-05-25,ILI,0.4
District of Columbia,2020-05-26,ILI,1.3
District of Columbia,2020-05-27,ILI,0.6
District of Columbia,2020-05-28,ILI,1
District of Columbia,2020-05-29,ILI,0.3
District of Columbia,2020-05-30,ILI,0.3
District of Columbia,2020-05-31,ILI,1.1
District of Columbia,2020-06-01,ILI,0.4
District of Columbia,2020-06-02,ILI,0.4
District of Columbia,2020-06-03,ILI,1
District of Columbia,2020-06-04,ILI,1
District of Columbia,2020-06-05,ILI,0.4
District of Columbia,2020-06-06,ILI,0.4
District of Columbia,2020-06-07,ILI,0.1
District of Columbia,2020-06-08,ILI,1.1
District of Columbia,2020-06-09,ILI,0.7
District of Columbia,2020-06-10,ILI,0.7
District of Columbia,2020-06-11,ILI,0.2
District of Columbia,2020-06-12,ILI,0.5
District of Columbia,2020-06-13,ILI,0.4
District of Columbia,2020-06-14,ILI,0.5
District of Columbia,2020-06-15,ILI,0.7
District of Columbia,2020-06-16,ILI,0.6
District of Columbia,2020-06-17,ILI,0.6
District of Columbia,2020-06-18,ILI,0.1
District of Columbia,2020-06-19,ILI,0.7
District of Columbia,2020-06-20,ILI,0.1
District of Columbia,2020-06-21,ILI,0.4
District of Columbia,2020-06-22,ILI,0.8
District of Columbia,2020-06-23,ILI,0.2
District of Columbia,2020-06-24,ILI,0.4
District of Columbia,2020-06-25,ILI,0.5
District of Columbia,2020-06-26,ILI,0.5
District of Columbia,2020-06-27,ILI,0.9
District of Columbia,2020-06-28,ILI,0.4
District of Columbia,2020-06-29,ILI,0.3
District of Columbia,2020-06-30,ILI,0.2
District of Columbia,2020-07-01,ILI,0.7
District of Columbia,2020-07-02,ILI,0.3
District of Columbia,2020-07-03,ILI,0.2
District of Columbia,2020-07-04,ILI,0.5
District of Columbia,2020-07-05,ILI,0.6
District of Columbia,2020-07-06,ILI,0.7
District of Columbia,2020-07-07,ILI,0.3
District of Columbia,2020-07-08,ILI,0.5
District of Columbia,2020-07-09,ILI,0.1
District of Columbia,2020-07-10,ILI,0.4
District of Columbia,2020-07-11,ILI,0.4
District of Columbia,2020-07-12,ILI,0.4
District of Columbia,2020-07-13,ILI,0.9
District of Columbia,2020-07-14,ILI,0.5
District of Columbia,2020-07-15,ILI,0.4
District of Columbia,2020-07-16,ILI,0.3
District of Columbia,2020-07-17,ILI,0.6
District of Columbia,2020-07-18,ILI,0.6
Florida,2020-05-23,ILI,0.7
Florida,2020-05-24,ILI,0.7
Florida,2020-05-25,ILI,0.9
Florida,2020-05-26,ILI,0.8
Florida,2020-05-27,ILI,0.7
Florida,2020-05-28,ILI,0.7
Florida,2020-05-29,ILI,0.8
Florida,2020-05-30,ILI,0.7
Florida,2020-05-31,ILI,0.8
Florida,2020-06-01,ILI,0.8
Florida,2020-06-02,ILI,0.8
Florida,2020-06-03,ILI,0.7
Florida,2020-06-04,ILI,0.7
Florida,2020-06-05,ILI,0.7
Florida,2020-06-06,ILI,0.8
Florida,2020-06-07,ILI,1.1
Florida,2020-06-08,ILI,0.9
Florida,2020-06-09,ILI,0.9
Florida,2020-06-10,ILI,0.9
Florida,2020-06-11,ILI,0.9
Florida,2020-06-12,ILI,1
Florida,2020-06-13,ILI,1
Florida,2020-06-14,ILI,1.2
Florida,2020-06-15,ILI,1.2
Florida,2020-06-16,ILI,1.5
Florida,2020-06-17,ILI,1.4
Florida,2020-06-18,ILI,1.5
Florida,2020-06-19,ILI,1.4
Florida,2020-06-20,ILI,1.6
Florida,2020-06-21,ILI,1.7
Florida,2020-06-22,ILI,1.8
Florida,2020-06-23,ILI,2
Florida,2020-06-24,ILI,2
Florida,2020-06-25,ILI,2
Florida,2020-06-26,ILI,1.9
Florida,2020-06-27,ILI,2.1
Florida,2020-06-28,ILI,1.9
Florida,2020-06-29,ILI,2.2
Florida,2020-06-30,ILI,2.1
Florida,2020-07-01,ILI,2.3
Florida,2020-07-02,ILI,2.1
Florida,2020-07-03,ILI,2.2
Florida,2020-07-04,ILI,2.1
Florida,2020-07-05,ILI,2.2
Florida,2020-07-06,ILI,2.3
Florida,2020-07-07,ILI,2.5
Florida,2020-07-08,ILI,2.3
Florida,2020-07-09,ILI,2.3
Florida,2020-07-10,ILI,2.2
Florida,2020-07-11,ILI,2.2
Florida,2020-07-12,ILI,2.3
Florida,2020-07-13,ILI,2.3
Florida,2020-07-14,ILI,2.2
Florida,2020-07-15,ILI,2.1
Florida,2020-07-16,ILI,2.2
Florida,2020-07-17,ILI,1.7
Florida,2020-07-18,ILI,1.9
Georgia,2020-05-23,ILI,0.8
Georgia,2020-05-24,ILI,0.9
Georgia,2020-05-25,ILI,1
Georgia,2020-05-26,ILI,1.1
Georgia,2020-05-27,ILI,0.6
Georgia,2020-05-28,ILI,0.7
Georgia,2020-05-29,ILI,0.7
Georgia,2020-05-30,ILI,1
Georgia,2020-05-31,ILI,1
Georgia,2020-06-01,ILI,0.8
Georgia,2020-06-02,ILI,0.7
Georgia,2020-06-03,ILI,0.9
Georgia,2020-06-04,ILI,0.7
Georgia,2020-06-05,ILI,0.9
Georgia,2020-06-06,ILI,0.9
Georgia,2020-06-07,ILI,0.8
Georgia,2020-06-08,ILI,0.8
Georgia,2020-06-09,ILI,0.9
Georgia,2020-06-10,ILI,0.9
Georgia,2020-06-11,ILI,0.7
Georgia,2020-06-12,ILI,0.7
Georgia,2020-06-13,ILI,0.7
Georgia,2020-06-14,ILI,1
Georgia,2020-06-15,ILI,0.9
Georgia,2020-06-16,ILI,0.9
Georgia,2020-06-17,ILI,1.1
Georgia,2020-06-18,ILI,1.1
Georgia,2020-06-19,ILI,1.2
Georgia,2020-06-20,ILI,1.3
Georgia,2020-06-21,ILI,1.2
Georgia,2020-06-22,ILI,1.2
Georgia,2020-06-23,ILI,1.3
Georgia,2020-06-24,ILI,1.2
Georgia,2020-06-25,ILI,1.5
Georgia,2020-06-26,ILI,1.2
Georgia,2020-06-27,ILI,1.5
Georgia,2020-06-28,ILI,1.9
Georgia,2020-06-29,ILI,1.6
Georgia,2020-06-30,ILI,1.6
Georgia,2020-07-01,ILI,1.7
Georgia,2020-07-02,ILI,1.7
Georgia,2020-07-03,ILI,2
Georgia,2020-07-04,ILI,2
Georgia,2020-07-05,ILI,2.4
Georgia,2020-07-06,ILI,1.9
Georgia,2020-07-07,ILI,2.4
Georgia,2020-07-08,ILI,2.2
Georgia,2020-07-09,ILI,2.1
Georgia,2020-07-10,ILI,1.8
Georgia,2020-07-11,ILI,2.2
Georgia,2020-07-12,ILI,2.2
Georgia,2020-07-13,ILI,2.1
Georgia,2020-07-14,ILI,1.8
Georgia,2020-07-15,ILI,2.2
Georgia,2020-07-16,ILI,2.1
Georgia,2020-07-17,ILI,2.1
Georgia,2020-07-18,ILI,2
Idaho,2020-05-23,ILI,0.4
Idaho,2020-05-24,ILI,0.5
Idaho,2020-05-25,ILI,1
Idaho,2020-05-26,ILI,0.4
Idaho,2020-05-27,ILI,0.5
Idaho,2020-05-28,ILI,0.6
Idaho,2020-05-29,ILI,0.6
Idaho,2020-05-30,ILI,0.6
Idaho,2020-05-31,ILI,0.6
Idaho,2020-06-01,ILI,0.5
Idaho,2020-06-02,ILI,0.7
Idaho,2020-06-03,ILI,0.7
Idaho,2020-06-04,ILI,0.2
Idaho,2020-06-05,ILI,0.5
Idaho,2020-06-06,ILI,0.9
Idaho,2020-06-07,ILI,0.9
Idaho,2020-06-08,ILI,0.5
Idaho,2020-06-09,ILI,0.7
Idaho,2020-06-10,ILI,0.8
Idaho,2020-06-11,ILI,0.5
Idaho,2020-06-12,ILI,0.3
Idaho,2020-06-13,ILI,0.7
Idaho,2020-06-14,ILI,0.5
Idaho,2020-06-15,ILI,0.5
Idaho,2020-06-16,ILI,0.2
Idaho,2020-06-17,ILI,0.5
Idaho,2020-06-18,ILI,0.6
Idaho,2020-06-19,ILI,0.6
Idaho,2020-06-20,ILI,0.7
Idaho,2020-06-21,ILI,0.4
Idaho,2020-06-22,ILI,0.2
Idaho,2020-06-23,ILI,0.7
Idaho,2020-06-24,ILI,0.9
Idaho,2020-06-25,ILI,0.9
Idaho,2020-06-26,ILI,0.7
Idaho,2020-06-27,ILI,0.6
Idaho,2020-06-28,ILI,1.2
Idaho,2020-06-29,ILI,1.2
Idaho,2020-06-30,ILI,1.1
Idaho,2020-07-01,ILI,1.2
Idaho,2020-07-02,ILI,1.1
Idaho,2020-07-03,ILI,1.5
Idaho,2020-07-04,ILI,1
Idaho,2020-07-05,ILI,1.1
Idaho,2020-07-06,ILI,1
Idaho,2020-07-07,ILI,1.4
Idaho,2020-07-08,ILI,1.7
Idaho,2020-07-09,ILI,0.7
Idaho,2020-07-10,ILI,0.8
Idaho,2020-07-11,ILI,1.1
Idaho,2020-07-12,ILI,0.9
Idaho,2020-07-13,ILI,1
Idaho,2020-07-14,ILI,0.7
Idaho,2020-07-15,ILI,1
Idaho,2020-07-16,ILI,1.3
Idaho,2020-07-17,ILI,2
Idaho,2020-07-18,ILI,1.2
Illinois,2020-05-23,ILI,1.1
Illinois,2020-05-24,ILI,1
Illinois,2020-05-25,ILI,1.1
Illinois,2020-05-26,ILI,0.8
Illinois,2020-05-27,ILI,0.9
Illinois,2020-05-28,ILI,0.8
Illinois,2020-05-29,ILI,0.7
Illinois,2020-05-30,ILI,0.6
Illinois,2020-05-31,ILI,0.7
Illinois,2020-06-01,ILI,0.9
Illinois,2020-06-02,ILI,0.9
Illinois,2020-06-03,ILI,0.9
Illinois,2020-06-04,ILI,0.6
Illinois,2020-06-05,ILI,0.7
Illinois,2020-06-06,ILI,0.6
Illinois,2020-06-07,ILI,0.7
Illinois,2020-06-08,ILI,0.7
Illinois,2020-06-09,ILI,0.6
Illinois,2020-06-10,ILI,0.6
Illinois,2020-06-11,ILI,0.5
Illinois,2020-06-12,ILI,0.7
Illinois,2020-06-13,ILI,0.4
Illinois,2020-06-14,ILI,0.6
Illinois,2020-06-15,ILI,0.5
Illinois,2020-06-16,ILI,0.6
Illinois,2020-06-17,ILI,0.7
Illinois,2020-06-18,ILI,0.3
Illinois,2020-06-19,ILI,0.6
Illinois,2020-06-20,ILI,0.7
Illinois,2020-06-21,ILI,0.8
Illinois,2020-06-22,ILI,0.5
Illinois,2020-06-23,ILI,0.6
Illinois,2020-06-24,ILI,0.7
Illinois,2020-06-25,ILI,0.9
Illinois,2020-06-26,ILI,0.6
Illinois,2020-06-27,ILI,0.6
Illinois,2020-06-28,ILI,0.8
Illinois,2020-06-29,ILI,0.6
Illinois,2020-06-30,ILI,0.6
Illinois,2020-07-01,ILI,0.5
Illinois,2020-07-02,ILI,0.5
Illinois,2020-07-03,ILI,0.7
Illinois,2020-07-04,ILI,0.6
Illinois,2020-07-05,ILI,0.7
Illinois,2020-07-06,ILI,0.6
Illinois,2020-07-07,ILI,0.7
Illinois,2020-07-08,ILI,0.7
Illinois,2020-07-09,ILI,0.8
Illinois,2020-07-10,ILI,0.6
Illinois,2020-07-11,ILI,0.6
Illinois,2020-07-12,ILI,0.6
Illinois,2020-07-13,ILI,0.6
Illinois,2020-07-14,ILI,0.7
Illinois,2020-07-15,ILI,0.9
Illinois,2020-07-16,ILI,0.7
Illinois,2020-07-17,ILI,0.7
Illinois,2020-07-18,ILI,0.6
Kansas,2020-05-23,ILI,1.1
Kansas,2020-05-24,ILI,0.8
Kansas,2020-05-25,ILI,1
Kansas,2020-05-26,ILI,0.4
Kansas,2020-05-27,ILI,0.7
Kansas,2020-05-28,ILI,0.7
Kansas,2020-05-29,ILI,0.9
Kansas,2020-05-30,ILI,0.6
Kansas,2020-05-31,ILI,0.6
Kansas,2020-06-01,ILI,0.8
Kansas,2020-06-02,ILI,0.7
Kansas,2020-06-03,ILI,0.4
Kansas,2020-06-04,ILI,0.5
Kansas,2020-06-05,ILI,0.7
Kansas,2020-06-06,ILI,0.7
Kansas,2020-06-07,ILI,0.4
Kansas,2020-06-08,ILI,0.6
Kansas,2020-06-09,ILI,1
Kansas,2020-06-10,ILI,0.6
Kansas,2020-06-11,ILI,0.9
Kansas,2020-06-12,ILI,0.4
Kansas,2020-06-13,ILI,0.7
Kansas,2020-06-14,ILI,0.8
Kansas,2020-06-15,ILI,0.5
Kansas,2020-06-16,ILI,0.6
Kansas,2020-06-17,ILI,0.6
Kansas,2020-06-18,ILI,0.8
Kansas,2020-06-19,ILI,0.8
Kansas,2020-06-20,ILI,0.8
Kansas,2020-06-21,ILI,1
Kansas,2020-06-22,ILI,0.9
Kansas,2020-06-23,ILI,1.1
Kansas,2020-06-24,ILI,1
Kansas,2020-06-25,ILI,0.8
Kansas,2020-06-26,ILI,1
Kansas,2020-06-27,ILI,1.3
Kansas,2020-06-28,ILI,0.8
Kansas,2020-06-29,ILI,1.2
Kansas,2020-06-30,ILI,1
Kansas,2020-07-01,ILI,0.7
Kansas,2020-07-02,ILI,1.2
Kansas,2020-07-03,ILI,1.1
Kansas,2020-07-04,ILI,1.4
Kansas,2020-07-05,ILI,1.7
Kansas,2020-07-06,ILI,1.4
Kansas,2020-07-07,ILI,1.1
Kansas,2020-07-08,ILI,1.3
Kansas,2020-07-09,ILI,1.4
Kansas,2020-07-10,ILI,1.3
Kansas,2020-07-11,ILI,1.4
Kansas,2020-07-12,ILI,2
Kansas,2020-07-13,ILI,2
Kansas,2020-07-14,ILI,0.9
Kansas,2020-07-15,ILI,1.7
Kansas,2020-07-16,ILI,0.9
Kansas,2020-07-17,ILI,1.7
Kansas,2020-07-18,ILI,1.7
Kentucky,2020-05-23,ILI,0.6
Kentucky,2020-05-24,ILI,0.6
Kentucky,2020-05-25,ILI,0.5
Kentucky,2020-05-26,ILI,0.4
Kentucky,2020-05-27,ILI,0.5
Kentucky,2020-05-28,ILI,0.4
Kentucky,2020-05-29,ILI,0.3
Kentucky,2020-05-30,ILI,0.4
Kentucky,2020-05-31,ILI,0.4
Kentucky,2020-06-01,ILI,0.4
Kentucky,2020-06-02,ILI,0.4
Kentucky,2020-06-03,ILI,0.4
Kentucky,2020-06-04,ILI,0.4
Kentucky,2020-06-05,ILI,0.5
Kentucky,2020-06-06,ILI,0.4
Kentucky,2020-06-07,ILI,0.4
Kentucky,2020-06-08,ILI,0.3
Kentucky,2020-06-09,ILI,0.3
Kentucky,2020-06-10,ILI,0.3
Kentucky,2020-06-11,ILI,0.2
Kentucky,2020-06-12,ILI,0.3
Kentucky,2020-06-13,ILI,0.3
Kentucky,2020-06-14,ILI,0.3
Kentucky,2020-06-15,ILI,0.3
Kentucky,2020-06-16,ILI,0.4
Kentucky,2020-06-17,ILI,0.4
Kentucky,2020-06-18,ILI,0.4
Kentucky,2020-06-19,ILI,0.4
Kentucky,2020-06-20,ILI,0.4
Kentucky,2020-06-21,ILI,0.6
Kentucky,2020-06-22,ILI,0.3
Kentucky,2020-06-23,ILI,0.4
Kentucky,2020-06-24,ILI,0.3
Kentucky,2020-06-25,ILI,0.5
Kentucky,2020-06-26,ILI,0.3
Kentucky,2020-06-27,ILI,0.4
Kentucky,2020-06-28,ILI,0.7
Kentucky,2020-06-29,ILI,0.3
Kentucky,2020-06-30,ILI,0.4
Kentucky,2020-07-01,ILI,0.4
Kentucky,2020-07-02,ILI,0.4
Kentucky,2020-07-03,ILI,0.5
Kentucky,2020-07-04,ILI,0.9
Kentucky,2020-07-05,ILI,0.7
Kentucky,2020-07-06,ILI,0.4
Kentucky,2020-07-07,ILI,0.5
Kentucky,2020-07-08,ILI,0.4
Kentucky,2020-07-09,ILI,0.6
Kentucky,2020-07-10,ILI,0.7
Kentucky,2020-07-11,ILI,0.7
Kentucky,2020-07-12,ILI,0.8
Kentucky,2020-07-13,ILI,0.4
Kentucky,2020-07-14,ILI,0.7
Kentucky,2020-07-15,ILI,0.6
Kentucky,2020-07-16,ILI,0.5
Kentucky,2020-07-17,ILI,0.5
Kentucky,2020-07-18,ILI,0.6
Louisiana,2020-05-23,ILI,0.7
Louisiana,2020-05-24,ILI,0.4
Louisiana,2020-05-25,ILI,0.3
Louisiana,2020-05-26,ILI,0.4
Louisiana,2020-05-27,ILI,0.5
Louisiana,2020-05-28,ILI,0.5
Louisiana,2020-05-29,ILI,0.5
Louisiana,2020-05-30,ILI,0.5
Louisiana,2020-05-31,ILI,0.5
Louisiana,2020-06-01,ILI,0.5
Louisiana,2020-06-02,ILI,0.3
Louisiana,2020-06-03,ILI,0.5
Louisiana,2020-06-04,ILI,0.4
Louisiana,2020-06-05,ILI,0.6
Louisiana,2020-06-06,ILI,0.6
Louisiana,2020-06-07,ILI,0.7
Louisiana,2020-06-08,ILI,0.5
Louisiana,2020-06-09,ILI,0.5
Louisiana,2020-06-10,ILI,0.4
Louisiana,2020-06-11,ILI,0.4
Louisiana,2020-06-12,ILI,0.6
Louisiana,2020-06-13,ILI,0.5
Louisiana,2020-06-14,ILI,0.3
Louisiana,2020-06-15,ILI,0.5
Louisiana,2020-06-16,ILI,0.4
Louisiana,2020-06-17,ILI,0.7
Louisiana,2020-06-18,ILI,0.4
Louisiana,2020-06-19,ILI,0.5
Louisiana,2020-06-20,ILI,0.6
Louisiana,2020-06-21,ILI,0.7
Louisiana,2020-06-22,ILI,0.8
Louisiana,2020-06-23,ILI,0.4
Louisiana,2020-06-24,ILI,0.9
Louisiana,2020-06-25,ILI,0.8
Louisiana,2020-06-26,ILI,0.9
Louisiana,2020-06-27,ILI,0.7
Louisiana,2020-06-28,ILI,0.8
Louisiana,2020-06-29,ILI,1.2
Louisiana,2020-06-30,ILI,1
Louisiana,2020-07-01,ILI,1.1
Louisiana,2020-07-02,ILI,1
Louisiana,2020-07-03,ILI,0.8
Louisiana,2020-07-04,ILI,1.1
Louisiana,2020-07-05,ILI,1.1
Louisiana,2020-07-06,ILI,1.1
Louisiana,2020-07-07,ILI,1.2
Louisiana,2020-07-08,ILI,0.9
Louisiana,2020-07-09,ILI,0.9
Louisiana,2020-07-10,ILI,0.8
Louisiana,2020-07-11,ILI,1.1
Louisiana,2020-07-12,ILI,1.2
Louisiana,2020-07-13,ILI,1
Louisiana,2020-07-14,ILI,1.1
Louisiana,2020-07-15,ILI,1.1
Louisiana,2020-07-16,ILI,1
Louisiana,2020-07-17,ILI,1
Louisiana,2020-07-18,ILI,1.1
Maine,2020-05-23,ILI,0.3
Maine,2020-05-24,ILI,0.4
Maine,2020-05-25,ILI,0.4
Maine,2020-05-26,ILI,0.3
Maine,2020-05-27,ILI,0.2
Maine,2020-05-28,ILI,0.1
Maine,2020-05-29,ILI,0.1
Maine,2020-05-30,ILI,0.4
Maine,2020-05-31,ILI,0.2
Maine,2020-06-01,ILI,0.5
Maine,2020-06-02,ILI,0.2
Maine,2020-06-03,ILI,0.1
Maine,2020-06-04,ILI,0.1
Maine,2020-06-05,ILI,0.6
Maine,2020-06-06,ILI,0.5
Maine,2020-06-07,ILI,0.3
Maine,2020-06-08,ILI,0.4
Maine,2020-06-09,ILI,0.1
Maine,2020-06-10,ILI,0.6
Maine,2020-06-11,ILI,0.2
Maine,2020-06-12,ILI,0.3
Maine,2020-06-13,ILI,0.2
Maine,2020-06-14,ILI,0.3
Maine,2020-06-15,ILI,0.1
Maine,2020-06-16,ILI,0.2
Maine,2020-06-17,ILI,0.6
Maine,2020-06-18,ILI,0.3
Maine,2020-06-19,ILI,0.1
Maine,2020-06-20,ILI,0.1
Maine,2020-06-21,ILI,0.3
Maine,2020-06-22,ILI,0.3
Maine,2020-06-23,ILI,0.3
Maine,2020-06-24,ILI,0.4
Maine,2020-06-25,ILI,0.2
Maine,2020-06-26,ILI,0.4
Maine,2020-06-27,ILI,0.6
Maine,2020-06-28,ILI,0.1
Maine,2020-06-29,ILI,0.5
Maine,2020-06-30,ILI,0.4
Maine,2020-07-01,ILI,0.8
Maine,2020-07-02,ILI,0.1
Maine,2020-07-03,ILI,0.3
Maine,2020-07-04,ILI,0.4
Maine,2020-07-05,ILI,0.3
Maine,2020-07-06,ILI,0.4
Maine,2020-07-07,ILI,0.2
Maine,2020-07-08,ILI,0.5
Maine,2020-07-09,ILI,0.2
Maine,2020-07-10,ILI,0.3
Maine,2020-07-11,ILI,0.3
Maine,2020-07-12,ILI,0.5
Maine,2020-07-13,ILI,0.4
Maine,2020-07-14,ILI,0.3
Maine,2020-07-15,ILI,0.2
Maine,2020-07-16,ILI,0.5
Maine,2020-07-17,ILI,0.5
Maine,2020-07-18,ILI,0.2
Maryland,2020-05-23,ILI,1.3
Maryland,2020-05-24,ILI,1.5
Maryland,2020-05-25,ILI,1.5
Maryland,2020-05-26,ILI,1.2
Maryland,2020-05-27,ILI,1.4
Maryland,2020-05-28,ILI,1.2
Maryland,2020-05-29,ILI,0.9
Maryland,2020-05-30,ILI,1.1
Maryland,2020-05-31,ILI,1.1
Maryland,2020-06-01,ILI,1
Maryland,2020-06-02,ILI,0.9
Maryland,2020-06-03,ILI,1.1
Maryland,2020-06-04,ILI,1
Maryland,2020-06-05,ILI,0.7
Maryland,2020-06-06,ILI,0.8
Maryland,2020-06-07,ILI,0.9
Maryland,2020-06-08,ILI,0.8
Maryland,2020-06-09,ILI,0.6
Maryland,2020-06-10,ILI,0.8
Maryland,2020-06-11,ILI,0.5
Maryland,2020-06-12,ILI,0.6
Maryland,2020-06-13,ILI,0.8
Maryland,2020-06-14,ILI,0.9
Maryland,2020-06-15,ILI,0.8
Maryland,2020-06-16,ILI,0.8
Maryland,2020-06-17,ILI,0.8
Maryland,2020-06-18,ILI,0.7
Maryland,2020-06-19,ILI,0.7
Maryland,2020-06-20,ILI,0.5
Maryland,2020-06-21,ILI,0.6
Maryland,2020-06-22,ILI,0.5
Maryland,2020-06-23,ILI,0.4
Maryland,2020-06-24,ILI,0.5
Maryland,2020-06-25,ILI,0.6
Maryland,2020-06-26,ILI,0.6
Maryland,2020-06-27,ILI,0.8
Maryland,2020-06-28,ILI,0.7
Maryland,2020-06-29,ILI,0.7
Maryland,2020-06-30,ILI,0.6
Maryland,2020-07-01,ILI,0.7
Maryland,2020-07-02,ILI,0.7
Maryland,2020-07-03,ILI,1
Maryland,2020-07-04,ILI,0.9
Maryland,2020-07-05,ILI,0.8
Maryland,2020-07-06,ILI,0.7
Maryland,2020-07-07,ILI,0.9
Maryland,2020-07-08,ILI,1
Maryland,2020-07-09,ILI,0.8
Maryland,2020-07-10,ILI,0.7
Maryland,2020-07-11,ILI,1.3
Maryland,2020-07-12,ILI,1.1
Maryland,2020-07-13,ILI,0.9
Maryland,2020-07-14,ILI,0.9
Maryland,2020-07-15,ILI,1
Maryland,2020-07-16,ILI,1.1
Maryland,2020-07-17,ILI,0.8
Maryland,2020-07-18,ILI,1.2
Massachusetts,2020-05-23,ILI,0.7
Massachusetts,2020-05-24,ILI,0.6
Massachusetts,2020-05-25,ILI,0.7
Massachusetts,2020-05-26,ILI,0.6
Massachusetts,2020-05-27,ILI,0.5
Massachusetts,2020-05-28,ILI,0.4
Massachusetts,2020-05-29,ILI,0.3
Massachusetts,2020-05-30,ILI,0.4
Massachusetts,2020-05-31,ILI,0.4
Massachusetts,2020-06-01,ILI,0.4
Massachusetts,2020-06-02,ILI,0.4
Massachusetts,2020-06-03,ILI,0.6
Massachusetts,2020-06-04,ILI,0.4
Massachusetts,2020-06-05,ILI,0.3
Massachusetts,2020-06-06,ILI,0.4
Massachusetts,2020-06-07,ILI,0.3
Massachusetts,2020-06-08,ILI,0.3
Massachusetts,2020-06-09,ILI,0.4
Massachusetts,2020-06-10,ILI,0.4
Massachusetts,2020-06-11,ILI,0.4
Massachusetts,2020-06-12,ILI,0.2
Massachusetts,2020-06-13,ILI,0.3
Massachusetts,2020-06-14,ILI,0.3
Massachusetts,2020-06-15,ILI,0.3
Massachusetts,2020-06-16,ILI,0.4
Massachusetts,2020-06-17,ILI,0.4
Massachusetts,2020-06-18,ILI,0.3
Massachusetts,2020-06-19,ILI,0.4
Massachusetts,2020-06-20,ILI,0.4
Massachusetts,2020-06-21,ILI,0.4
Massachusetts,2020-06-22,ILI,0.3
Massachusetts,2020-06-23,ILI,0.4
Massachusetts,2020-06-24,ILI,0.4
Massachusetts,2020-06-25,ILI,0.4
Massachusetts,2020-06-26,ILI,0.3
Massachusetts,2020-06-27,ILI,0.4
Massachusetts,2020-06-28,ILI,0.3
Massachusetts,2020-06-29,ILI,0.3
Massachusetts,2020-06-30,ILI,0.3
Massachusetts,2020-07-01,ILI,0.2
Massachusetts,2020-07-02,ILI,0.5
Massachusetts,2020-07-03,ILI,0.4
Massachusetts,2020-07-04,ILI,0.4
Massachusetts,2020-07-05,ILI,0.5
Massachusetts,2020-07-06,ILI,0.4
Massachusetts,2020-07-07,ILI,0.4
Massachusetts,2020-07-08,ILI,0.5
Massachusetts,2020-07-09,ILI,0.4
Massachusetts,2020-07-10,ILI,0.3
Massachusetts,2020-07-11,ILI,0.5
Massachusetts,2020-07-12,ILI,0.4
Massachusetts,2020-07-13,ILI,0.3
Massachusetts,2020-07-14,ILI,0.3
Massachusetts,2020-07-15,ILI,0.4
Massachusetts,2020-07-16,ILI,0.3
Massachusetts,2020-07-17,ILI,0.5
Massachusetts,2020-07-18,ILI,0.5
Michigan,2020-05-23,ILI,0.6
Michigan,2020-05-24,ILI,0.4
Michigan,2020-05-25,ILI,0.6
Michigan,2020-05-26,ILI,0.4
